,level_0,index,Unnamed: 0,Subject,Tissue,VGene,All,All_N,All_S,CDR1,CDR1_N,CDR1_S,CDR2,CDR2_N,CDR2_S,CDR1_len,CDR2_len,FR1_FR3_len,14aa_CDR1,All_mut,All_N_mut,All_S_mut,CDR1_mut,CDR1_N_mut,CDR1_S_mut,CDR2_mut,CDR2_N_mut,CDR2_S_mut,Dn/Ds_CDR1,Dn/Ds_All
541,18166,18223,18223,sloth-bear,spleen,sloth_bear_IGLV_23,20,16,4,3,2,1,0,0,0,42,9,286,14 aa CDR1,0.06993006993006994,0.055944055944055944,0.013986013986013986,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.0,0.0,0.0,1.0,2.0
542,18204,18261,18261,sloth-bear,spleen,sloth_bear_IGLV_23,33,25,8,8,6,2,1,1,0,42,9,286,14 aa CDR1,0.11538461538461539,0.08741258741258741,0.027972027972027972,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.1111111111111111,0.1111111111111111,0.0,1.5,1.5625
543,18207,18264,18264,sloth-bear,spleen,sloth_bear_IGLV_23,36,26,10,4,2,2,0,0,0,42,9,287,14 aa CDR1,0.1254355400696864,0.09059233449477352,0.03484320557491289,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.5,1.2999999999999998
544,18226,18283,18283,sloth-bear,spleen,sloth_bear_IGLV_23,50,37,13,7,7,0,3,3,0,42,9,286,14 aa CDR1,0.17482517482517482,0.12937062937062938,0.045454545454545456,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,,1.4230769230769231
545,18384,18441,18441,sloth-bear,spleen,sloth_bear_IGLV_23,14,11,3,0,0,0,2,2,0,42,9,286,14 aa CDR1,0.04895104895104895,0.038461538461538464,0.01048951048951049,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,,1.8333333333333333
546,18404,18461,18461,sloth-bear,spleen,sloth_bear_IGLV_23,34,23,11,5,5,0,2,1,1,42,9,287,14 aa CDR1,0.11846689895470383,0.08013937282229965,0.03832752613240418,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,1.0454545454545454
547,18413,18470,18470,sloth-bear,spleen,sloth_bear_IGLV_23,22,15,7,3,2,1,1,1,0,42,9,286,14 aa CDR1,0.07692307692307693,0.05244755244755245,0.024475524475524476,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,1.0,1.0714285714285714
548,18451,18508,18508,sloth-bear,spleen,sloth_bear_IGLV_23,20,18,2,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.06993006993006994,0.06293706293706294,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,4.5
549,18478,18535,18535,sloth-bear,spleen,sloth_bear_IGLV_23,22,16,6,7,5,2,0,0,0,42,9,286,14 aa CDR1,0.07692307692307693,0.055944055944055944,0.02097902097902098,0.16666666666666666,0.11904761904761904,0.047619047619047616,0.0,0.0,0.0,1.25,1.3333333333333333
550,18479,18536,18536,sloth-bear,spleen,sloth_bear_IGLV_23,22,19,3,5,2,3,0,0,0,42,9,285,14 aa CDR1,0.07719298245614035,0.06666666666666667,0.010526315789473684,0.11904761904761904,0.047619047619047616,0.07142857142857142,0.0,0.0,0.0,0.3333333333333333,3.1666666666666665
551,18480,18537,18537,sloth-bear,spleen,sloth_bear_IGLV_23,17,15,2,1,1,0,1,0,1,42,9,286,14 aa CDR1,0.05944055944055944,0.05244755244755245,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.0,0.1111111111111111,,3.75
552,18481,18538,18538,sloth-bear,spleen,sloth_bear_IGLV_23,26,21,5,4,3,1,2,2,0,42,9,286,14 aa CDR1,0.09090909090909091,0.07342657342657342,0.017482517482517484,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.2222222222222222,0.2222222222222222,0.0,1.5,2.0999999999999996
553,18482,18539,18539,sloth-bear,spleen,sloth_bear_IGLV_23,15,13,2,1,1,0,0,0,0,42,9,287,14 aa CDR1,0.05226480836236934,0.04529616724738676,0.006968641114982578,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,3.2499999999999996
554,18510,18567,18567,sloth-bear,spleen,sloth_bear_IGLV_23,24,19,5,5,5,0,1,1,0,42,9,286,14 aa CDR1,0.08391608391608392,0.06643356643356643,0.017482517482517484,0.11904761904761904,0.11904761904761904,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.9
555,18535,18592,18592,sloth-bear,spleen,sloth_bear_IGLV_23,29,19,10,2,1,1,1,0,1,42,9,287,14 aa CDR1,0.10104529616724739,0.06620209059233449,0.03484320557491289,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.1111111111111111,0.0,0.1111111111111111,0.5,0.9499999999999998
556,18557,18615,18615,sloth-bear,spleen,sloth_bear_IGLV_23,30,27,3,5,3,2,2,2,0,42,9,286,14 aa CDR1,0.1048951048951049,0.0944055944055944,0.01048951048951049,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.2222222222222222,0.2222222222222222,0.0,0.75,4.5
557,18651,18709,18709,sloth-bear,spleen,sloth_bear_IGLV_23,30,22,8,5,5,0,2,1,1,42,9,286,14 aa CDR1,0.1048951048951049,0.07692307692307693,0.027972027972027972,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,1.375
558,18667,18725,18725,sloth-bear,spleen,sloth_bear_IGLV_23,28,24,4,3,3,0,2,2,0,42,9,285,14 aa CDR1,0.09824561403508772,0.08421052631578947,0.014035087719298246,0.07142857142857142,0.07142857142857142,0.0,0.2222222222222222,0.2222222222222222,0.0,,3.0
559,18702,18760,18760,sloth-bear,spleen,sloth_bear_IGLV_23,27,18,9,5,5,0,0,0,0,42,9,286,14 aa CDR1,0.0944055944055944,0.06293706293706294,0.03146853146853147,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.0,,1.0
560,18710,18768,18768,sloth-bear,spleen,sloth_bear_IGLV_23,21,20,1,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.07342657342657342,0.06993006993006994,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,10.0
561,18726,18785,18785,sloth-bear,spleen,sloth_bear_IGLV_23,18,17,1,1,1,0,1,1,0,42,9,285,14 aa CDR1,0.06315789473684211,0.05964912280701754,0.0035087719298245615,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.1111111111111111,0.0,,8.5
562,18734,18793,18793,sloth-bear,spleen,sloth_bear_IGLV_23,20,20,0,4,4,0,1,1,0,42,9,286,14 aa CDR1,0.06993006993006994,0.06993006993006994,0.0,0.09523809523809523,0.09523809523809523,0.0,0.1111111111111111,0.1111111111111111,0.0,,
563,18743,18802,18802,sloth-bear,spleen,sloth_bear_IGLV_23,13,12,1,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.04195804195804196,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,,6.0
564,18806,18865,18865,sloth-bear,spleen,sloth_bear_IGLV_23,9,9,0,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.03146853146853147,0.03146853146853147,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,
565,18835,18894,18894,sloth-bear,spleen,sloth_bear_IGLV_23,36,30,6,9,8,1,3,3,0,42,9,286,14 aa CDR1,0.1258741258741259,0.1048951048951049,0.02097902097902098,0.21428571428571427,0.19047619047619047,0.023809523809523808,0.3333333333333333,0.3333333333333333,0.0,4.0,2.5
566,18875,18934,18934,sloth-bear,spleen,sloth_bear_IGLV_23,28,20,8,3,2,1,0,0,0,42,9,286,14 aa CDR1,0.0979020979020979,0.06993006993006994,0.027972027972027972,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.0,0.0,0.0,1.0,1.25
567,18896,18955,18955,sloth-bear,spleen,sloth_bear_IGLV_23,10,10,0,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.03496503496503497,0.03496503496503497,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,
568,18946,19005,19005,sloth-bear,spleen,sloth_bear_IGLV_23,25,20,5,4,3,1,4,3,1,42,9,286,14 aa CDR1,0.08741258741258741,0.06993006993006994,0.017482517482517484,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.5,2.0
569,18953,19012,19012,sloth-bear,spleen,sloth_bear_IGLV_23,34,32,2,7,7,0,0,0,0,42,9,287,14 aa CDR1,0.11846689895470383,0.11149825783972125,0.006968641114982578,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,,8.0
570,18964,19023,19023,sloth-bear,spleen,sloth_bear_IGLV_23,20,15,5,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.06993006993006994,0.05244755244755245,0.017482517482517484,0.0,0.0,0.0,0.0,0.0,0.0,,1.5
571,18975,19034,19034,sloth-bear,spleen,sloth_bear_IGLV_23,30,21,9,2,2,0,1,1,0,42,9,286,14 aa CDR1,0.1048951048951049,0.07342657342657342,0.03146853146853147,0.047619047619047616,0.047619047619047616,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.1666666666666665
572,19005,19065,19065,sloth-bear,spleen,sloth_bear_IGLV_23,32,21,11,5,5,0,2,1,1,42,9,285,14 aa CDR1,0.11228070175438597,0.07368421052631578,0.03859649122807018,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,0.9545454545454544
573,19020,19080,19080,sloth-bear,spleen,sloth_bear_IGLV_23,36,26,10,4,3,1,0,0,0,42,9,286,14 aa CDR1,0.1258741258741259,0.09090909090909091,0.03496503496503497,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0,1.5,1.2999999999999998
574,19102,19163,19163,sloth-bear,spleen,sloth_bear_IGLV_23,36,24,12,6,6,0,2,1,1,42,9,286,14 aa CDR1,0.1258741258741259,0.08391608391608392,0.04195804195804196,0.14285714285714285,0.14285714285714285,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,1.0
575,19199,19260,19260,sloth-bear,spleen,sloth_bear_IGLV_23,28,22,6,1,1,0,1,1,0,42,9,286,14 aa CDR1,0.0979020979020979,0.07692307692307693,0.02097902097902098,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.8333333333333333
576,19209,19270,19270,sloth-bear,spleen,sloth_bear_IGLV_23,21,15,6,2,1,1,0,0,0,42,9,286,14 aa CDR1,0.07342657342657342,0.05244755244755245,0.02097902097902098,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.5,1.25
577,19216,19277,19277,sloth-bear,spleen,sloth_bear_IGLV_23,21,17,4,2,1,1,1,1,0,42,9,286,14 aa CDR1,0.07342657342657342,0.05944055944055944,0.013986013986013986,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,0.5,2.125
578,19232,19293,19293,sloth-bear,spleen,sloth_bear_IGLV_23,33,27,6,8,8,0,2,1,1,42,9,285,14 aa CDR1,0.11578947368421053,0.09473684210526316,0.021052631578947368,0.19047619047619047,0.19047619047619047,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,2.25
579,19241,19302,19302,sloth-bear,spleen,sloth_bear_IGLV_23,27,25,2,5,5,0,5,5,0,42,9,286,14 aa CDR1,0.0944055944055944,0.08741258741258741,0.006993006993006993,0.11904761904761904,0.11904761904761904,0.0,0.5555555555555556,0.5555555555555556,0.0,,6.25
580,19243,19304,19304,sloth-bear,spleen,sloth_bear_IGLV_23,21,15,6,2,2,0,2,2,0,42,9,286,14 aa CDR1,0.07342657342657342,0.05244755244755245,0.02097902097902098,0.047619047619047616,0.047619047619047616,0.0,0.2222222222222222,0.2222222222222222,0.0,,1.25
581,19304,19365,19365,sloth-bear,spleen,sloth_bear_IGLV_23,27,18,9,4,4,0,1,1,0,42,9,286,14 aa CDR1,0.0944055944055944,0.06293706293706294,0.03146853146853147,0.09523809523809523,0.09523809523809523,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.0
582,19340,19401,19401,sloth-bear,spleen,sloth_bear_IGLV_23,21,18,3,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.07342657342657342,0.06293706293706294,0.01048951048951049,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,3.0
583,19351,19412,19412,sloth-bear,spleen,sloth_bear_IGLV_23,12,11,1,4,4,0,2,2,0,42,9,286,14 aa CDR1,0.04195804195804196,0.038461538461538464,0.0034965034965034965,0.09523809523809523,0.09523809523809523,0.0,0.2222222222222222,0.2222222222222222,0.0,,5.5
584,19401,19462,19462,sloth-bear,spleen,sloth_bear_IGLV_23,19,15,4,1,1,0,2,2,0,42,9,286,14 aa CDR1,0.06643356643356643,0.05244755244755245,0.013986013986013986,0.023809523809523808,0.023809523809523808,0.0,0.2222222222222222,0.2222222222222222,0.0,,1.875
585,19462,19523,19523,sloth-bear,spleen,sloth_bear_IGLV_23,26,22,4,6,6,0,1,1,0,42,9,286,14 aa CDR1,0.09090909090909091,0.07692307692307693,0.013986013986013986,0.14285714285714285,0.14285714285714285,0.0,0.1111111111111111,0.1111111111111111,0.0,,2.75
586,19508,19569,19569,sloth-bear,spleen,sloth_bear_IGLV_23,21,19,2,2,1,1,3,3,0,42,9,285,14 aa CDR1,0.07368421052631578,0.06666666666666667,0.007017543859649123,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.3333333333333333,0.3333333333333333,0.0,0.5,4.75
587,19532,19593,19593,sloth-bear,spleen,sloth_bear_IGLV_23,32,23,9,4,3,1,0,0,0,42,9,286,14 aa CDR1,0.11188811188811189,0.08041958041958042,0.03146853146853147,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0,1.5,1.2777777777777777
588,19538,19599,19599,sloth-bear,spleen,sloth_bear_IGLV_23,35,29,6,9,8,1,3,3,0,42,9,285,14 aa CDR1,0.12280701754385964,0.10175438596491228,0.021052631578947368,0.21428571428571427,0.19047619047619047,0.023809523809523808,0.3333333333333333,0.3333333333333333,0.0,4.0,2.4166666666666665
589,19540,19601,19601,sloth-bear,spleen,sloth_bear_IGLV_23,19,16,3,1,1,0,1,0,1,42,9,286,14 aa CDR1,0.06643356643356643,0.055944055944055944,0.01048951048951049,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.0,0.1111111111111111,,2.6666666666666665
590,19623,19684,19684,sloth-bear,spleen,sloth_bear_IGLV_23,26,22,4,3,2,1,1,1,0,42,9,284,14 aa CDR1,0.09154929577464789,0.07746478873239436,0.014084507042253521,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,1.0,2.7499999999999996
591,19644,19705,19705,sloth-bear,spleen,sloth_bear_IGLV_23,10,9,1,1,1,0,1,1,0,42,9,286,14 aa CDR1,0.03496503496503497,0.03146853146853147,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.1111111111111111,0.0,,4.5
592,19677,19740,19740,sloth-bear,spleen,sloth_bear_IGLV_23,18,16,2,1,1,0,1,0,1,42,9,286,14 aa CDR1,0.06293706293706294,0.055944055944055944,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.0,0.1111111111111111,,4.0
593,19763,19826,19826,sloth-bear,spleen,sloth_bear_IGLV_23,20,18,2,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.06993006993006994,0.06293706293706294,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,4.5
594,19846,19909,19909,sloth-bear,spleen,sloth_bear_IGLV_23,12,10,2,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.03496503496503497,0.006993006993006993,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,2.5
595,19856,19919,19919,sloth-bear,spleen,sloth_bear_IGLV_23,20,15,5,4,4,0,0,0,0,42,9,286,14 aa CDR1,0.06993006993006994,0.05244755244755245,0.017482517482517484,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,,1.5
596,19895,19959,19959,sloth-bear,spleen,sloth_bear_IGLV_23,15,10,5,2,1,1,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.03496503496503497,0.017482517482517484,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.5,1.0
597,19951,20015,20015,sloth-bear,spleen,sloth_bear_IGLV_23,16,15,1,1,1,0,0,0,0,42,9,287,14 aa CDR1,0.05574912891986063,0.05226480836236934,0.003484320557491289,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,7.499999999999999
598,19961,20025,20025,sloth-bear,spleen,sloth_bear_IGLV_23,45,38,7,6,4,2,0,0,0,42,9,286,14 aa CDR1,0.15734265734265734,0.13286713286713286,0.024475524475524476,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,1.0,2.7142857142857144
599,19974,20038,20038,sloth-bear,spleen,sloth_bear_IGLV_23,22,17,5,5,4,1,0,0,0,42,9,284,14 aa CDR1,0.07746478873239436,0.05985915492957746,0.017605633802816902,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,2.0,1.7
600,20022,20087,20087,sloth-bear,spleen,sloth_bear_IGLV_23,24,21,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.08391608391608392,0.07342657342657342,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,3.4999999999999996
601,20045,20111,20111,sloth-bear,spleen,sloth_bear_IGLV_23,34,29,5,4,4,0,2,2,0,42,9,287,14 aa CDR1,0.11846689895470383,0.10104529616724739,0.017421602787456445,0.09523809523809523,0.09523809523809523,0.0,0.2222222222222222,0.2222222222222222,0.0,,2.9
602,20087,20153,20153,sloth-bear,spleen,sloth_bear_IGLV_23,33,24,9,4,3,1,1,1,0,42,9,286,14 aa CDR1,0.11538461538461539,0.08391608391608392,0.03146853146853147,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,1.5,1.3333333333333333
603,20099,20165,20165,sloth-bear,spleen,sloth_bear_IGLV_23,27,20,7,4,4,0,3,2,1,42,9,286,14 aa CDR1,0.0944055944055944,0.06993006993006994,0.024475524475524476,0.09523809523809523,0.09523809523809523,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,,1.4285714285714286
604,20167,20233,20233,sloth-bear,spleen,sloth_bear_IGLV_23,32,23,9,4,3,1,1,1,0,42,9,286,14 aa CDR1,0.11188811188811189,0.08041958041958042,0.03146853146853147,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,1.5,1.2777777777777777
605,20178,20244,20244,sloth-bear,spleen,sloth_bear_IGLV_23,24,21,3,5,5,0,2,2,0,42,9,284,14 aa CDR1,0.08450704225352113,0.07394366197183098,0.01056338028169014,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.2222222222222222,0.0,,3.5
606,20396,20463,20463,sloth-bear,spleen,sloth_bear_IGLV_23,41,31,10,7,7,0,4,4,0,42,9,286,14 aa CDR1,0.14335664335664336,0.10839160839160839,0.03496503496503497,0.16666666666666666,0.16666666666666666,0.0,0.4444444444444444,0.4444444444444444,0.0,,1.5499999999999998
607,20443,20510,20510,sloth-bear,spleen,sloth_bear_IGLV_23,24,21,3,4,4,0,1,1,0,42,9,286,14 aa CDR1,0.08391608391608392,0.07342657342657342,0.01048951048951049,0.09523809523809523,0.09523809523809523,0.0,0.1111111111111111,0.1111111111111111,0.0,,3.4999999999999996
608,20826,20893,20893,sloth-bear,spleen,sloth_bear_IGLV_23,28,24,4,3,3,0,1,1,0,42,9,286,14 aa CDR1,0.0979020979020979,0.08391608391608392,0.013986013986013986,0.07142857142857142,0.07142857142857142,0.0,0.1111111111111111,0.1111111111111111,0.0,,3.0
609,20841,20908,20908,sloth-bear,spleen,sloth_bear_IGLV_23,25,19,6,2,2,0,1,1,0,42,9,285,14 aa CDR1,0.08771929824561403,0.06666666666666667,0.021052631578947368,0.047619047619047616,0.047619047619047616,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.5833333333333333
610,20851,20918,20918,sloth-bear,spleen,sloth_bear_IGLV_23,23,18,5,3,3,0,4,3,1,42,9,286,14 aa CDR1,0.08041958041958042,0.06293706293706294,0.017482517482517484,0.07142857142857142,0.07142857142857142,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,,1.8000000000000003
611,20890,20957,20957,sloth-bear,spleen,sloth_bear_IGLV_23,28,23,5,6,5,1,0,0,0,42,9,286,14 aa CDR1,0.0979020979020979,0.08041958041958042,0.017482517482517484,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.0,0.0,0.0,2.5,2.3
612,20903,20971,20971,sloth-bear,spleen,sloth_bear_IGLV_23,17,16,1,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.05944055944055944,0.055944055944055944,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,8.0
613,20914,20982,20982,sloth-bear,spleen,sloth_bear_IGLV_23,34,28,6,4,4,0,2,2,0,42,9,286,14 aa CDR1,0.11888111888111888,0.0979020979020979,0.02097902097902098,0.09523809523809523,0.09523809523809523,0.0,0.2222222222222222,0.2222222222222222,0.0,,2.333333333333333
614,20947,21015,21015,sloth-bear,spleen,sloth_bear_IGLV_23,49,36,13,7,7,0,3,3,0,42,9,286,14 aa CDR1,0.17132867132867133,0.1258741258741259,0.045454545454545456,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,,1.3846153846153848
615,20980,21048,21048,sloth-bear,spleen,sloth_bear_IGLV_23,18,17,1,1,1,0,0,0,0,42,9,285,14 aa CDR1,0.06315789473684211,0.05964912280701754,0.0035087719298245615,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,8.5
616,21021,21090,21090,sloth-bear,spleen,sloth_bear_IGLV_23,26,20,6,2,2,0,1,1,0,42,9,285,14 aa CDR1,0.0912280701754386,0.07017543859649122,0.021052631578947368,0.047619047619047616,0.047619047619047616,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.6666666666666665
617,21025,21094,21094,sloth-bear,spleen,sloth_bear_IGLV_23,16,14,2,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.055944055944055944,0.04895104895104895,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,3.4999999999999996
618,21040,21109,21109,sloth-bear,spleen,sloth_bear_IGLV_23,25,20,5,4,4,0,1,1,0,42,9,286,14 aa CDR1,0.08741258741258741,0.06993006993006994,0.017482517482517484,0.09523809523809523,0.09523809523809523,0.0,0.1111111111111111,0.1111111111111111,0.0,,2.0
619,21064,21133,21133,sloth-bear,spleen,sloth_bear_IGLV_23,33,25,8,5,4,1,1,1,0,42,9,286,14 aa CDR1,0.11538461538461539,0.08741258741258741,0.027972027972027972,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,2.0,1.5625
620,21066,21135,21135,sloth-bear,spleen,sloth_bear_IGLV_23,22,19,3,6,5,1,2,2,0,42,9,286,14 aa CDR1,0.07692307692307693,0.06643356643356643,0.01048951048951049,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.2222222222222222,0.2222222222222222,0.0,2.5,3.1666666666666665
621,21095,21164,21164,sloth-bear,spleen,sloth_bear_IGLV_23,26,21,5,5,4,1,0,0,0,42,9,286,14 aa CDR1,0.09090909090909091,0.07342657342657342,0.017482517482517484,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,2.0,2.0999999999999996
622,21099,21168,21168,sloth-bear,spleen,sloth_bear_IGLV_23,22,19,3,4,4,0,1,1,0,42,9,285,14 aa CDR1,0.07719298245614035,0.06666666666666667,0.010526315789473684,0.09523809523809523,0.09523809523809523,0.0,0.1111111111111111,0.1111111111111111,0.0,,3.1666666666666665
623,21108,21177,21177,sloth-bear,spleen,sloth_bear_IGLV_23,30,21,9,5,5,0,2,1,1,42,9,285,14 aa CDR1,0.10526315789473684,0.07368421052631578,0.031578947368421054,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,1.1666666666666665
624,21118,21187,21187,sloth-bear,spleen,sloth_bear_IGLV_23,28,18,10,5,5,0,0,0,0,42,9,285,14 aa CDR1,0.09824561403508772,0.06315789473684211,0.03508771929824561,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.0,,0.9000000000000001
625,21127,21196,21196,sloth-bear,spleen,sloth_bear_IGLV_23,18,17,1,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.06293706293706294,0.05944055944055944,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,8.5
626,21143,21212,21212,sloth-bear,spleen,sloth_bear_IGLV_23,25,18,7,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.08741258741258741,0.06293706293706294,0.024475524475524476,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.2857142857142858
627,21149,21218,21218,sloth-bear,spleen,sloth_bear_IGLV_23,27,21,6,3,3,0,1,1,0,42,9,284,14 aa CDR1,0.09507042253521127,0.07394366197183098,0.02112676056338028,0.07142857142857142,0.07142857142857142,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.75
628,21172,21241,21241,sloth-bear,spleen,sloth_bear_IGLV_23,29,19,10,2,1,1,1,0,1,42,9,286,14 aa CDR1,0.10139860139860139,0.06643356643356643,0.03496503496503497,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.1111111111111111,0.0,0.1111111111111111,0.5,0.95
629,21181,21250,21250,sloth-bear,spleen,sloth_bear_IGLV_23,23,20,3,2,2,0,1,1,0,42,9,285,14 aa CDR1,0.08070175438596491,0.07017543859649122,0.010526315789473684,0.047619047619047616,0.047619047619047616,0.0,0.1111111111111111,0.1111111111111111,0.0,,3.333333333333333
630,21186,21255,21255,sloth-bear,spleen,sloth_bear_IGLV_23,34,30,4,3,3,0,4,4,0,42,9,286,14 aa CDR1,0.11888111888111888,0.1048951048951049,0.013986013986013986,0.07142857142857142,0.07142857142857142,0.0,0.4444444444444444,0.4444444444444444,0.0,,3.75
631,21195,21264,21264,sloth-bear,spleen,sloth_bear_IGLV_23,28,24,4,5,5,0,1,1,0,42,9,283,14 aa CDR1,0.0989399293286219,0.08480565371024736,0.014134275618374558,0.11904761904761904,0.11904761904761904,0.0,0.1111111111111111,0.1111111111111111,0.0,,3.0000000000000004
632,21237,21306,21306,sloth-bear,spleen,sloth_bear_IGLV_23,31,25,6,4,4,0,3,2,1,42,9,285,14 aa CDR1,0.10877192982456141,0.08771929824561403,0.021052631578947368,0.09523809523809523,0.09523809523809523,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,,2.083333333333333
633,21255,21324,21324,sloth-bear,spleen,sloth_bear_IGLV_23,36,28,8,4,3,1,1,1,0,42,9,286,14 aa CDR1,0.1258741258741259,0.0979020979020979,0.027972027972027972,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,1.5,1.7499999999999998
634,21295,21364,21364,sloth-bear,spleen,sloth_bear_IGLV_23,18,17,1,1,1,0,2,2,0,42,9,287,14 aa CDR1,0.0627177700348432,0.059233449477351915,0.003484320557491289,0.023809523809523808,0.023809523809523808,0.0,0.2222222222222222,0.2222222222222222,0.0,,8.499999999999998
